,date,city,newDeaths,deaths,newCases,totalCases
3105,2020-03-31,Alfenas/MG,0,0,1,1
3530,2020-04-01,Alfenas/MG,0,0,0,1
3991,2020-04-02,Alfenas/MG,0,0,0,1
4500,2020-04-03,Alfenas/MG,0,0,0,1
5061,2020-04-04,Alfenas/MG,0,0,0,1
5660,2020-04-05,Alfenas/MG,0,0,0,1
6304,2020-04-06,Alfenas/MG,0,0,0,1
7006,2020-04-07,Alfenas/MG,0,0,0,1
7765,2020-04-08,Alfenas/MG,0,0,0,1
8590,2020-04-09,Alfenas/MG,0,0,0,1
9465,2020-04-10,Alfenas/MG,0,0,0,1
10386,2020-04-11,Alfenas/MG,0,0,0,1
11354,2020-04-12,Alfenas/MG,0,0,0,1
12366,2020-04-13,Alfenas/MG,0,0,0,1
13415,2020-04-14,Alfenas/MG,0,0,0,1
14522,2020-04-15,Alfenas/MG,0,0,0,1
15705,2020-04-16,Alfenas/MG,0,0,1,2
16946,2020-04-17,Alfenas/MG,0,0,0,2
18248,2020-04-18,Alfenas/MG,0,0,0,2
19615,2020-04-19,Alfenas/MG,0,0,0,2
21046,2020-04-20,Alfenas/MG,0,0,0,2
22528,2020-04-21,Alfenas/MG,0,0,0,2
24055,2020-04-22,Alfenas/MG,0,0,0,2
25635,2020-04-23,Alfenas/MG,0,0,0,2
27283,2020-04-24,Alfenas/MG,0,0,0,2
29020,2020-04-25,Alfenas/MG,0,0,0,2
30822,2020-04-26,Alfenas/MG,0,0,1,3
32701,2020-04-27,Alfenas/MG,0,0,0,3
34632,2020-04-28,Alfenas/MG,0,0,0,3
36676,2020-04-29,Alfenas/MG,0,0,0,3
38793,2020-04-30,Alfenas/MG,0,0,0,3
40987,2020-05-01,Alfenas/MG,0,0,3,6
43241,2020-05-02,Alfenas/MG,0,0,0,6
45569,2020-05-03,Alfenas/MG,0,0,0,6
47946,2020-05-04,Alfenas/MG,0,0,0,6
50380,2020-05-05,Alfenas/MG,0,0,0,6
52900,2020-05-06,Alfenas/MG,0,0,0,6
55488,2020-05-07,Alfenas/MG,0,0,1,7
58162,2020-05-08,Alfenas/MG,0,0,0,7
60948,2020-05-09,Alfenas/MG,0,0,0,7
63798,2020-05-10,Alfenas/MG,0,0,0,7
66707,2020-05-11,Alfenas/MG,0,0,0,7
69676,2020-05-12,Alfenas/MG,0,0,0,7
72707,2020-05-13,Alfenas/MG,0,0,0,7
75815,2020-05-14,Alfenas/MG,0,0,0,7
78999,2020-05-15,Alfenas/MG,0,0,0,7
82284,2020-05-16,Alfenas/MG,0,0,0,7
85633,2020-05-17,Alfenas/MG,0,0,0,7
89012,2020-05-18,Alfenas/MG,0,0,0,7
92452,2020-05-19,Alfenas/MG,0,0,0,7
95964,2020-05-20,Alfenas/MG,0,0,1,8
99570,2020-05-21,Alfenas/MG,0,0,1,9
103244,2020-05-22,Alfenas/MG,0,0,2,11
107003,2020-05-23,Alfenas/MG,0,0,0,11
110886,2020-05-24,Alfenas/MG,0,0,0,11
114808,2020-05-25,Alfenas/MG,0,0,0,11
118762,2020-05-26,Alfenas/MG,0,0,0,11
122769,2020-05-27,Alfenas/MG,0,0,0,11
126822,2020-05-28,Alfenas/MG,0,0,1,12
130945,2020-05-29,Alfenas/MG,0,0,1,13
135137,2020-05-30,Alfenas/MG,0,0,2,15
139382,2020-05-31,Alfenas/MG,0,0,0,15
143658,2020-06-01,Alfenas/MG,0,0,0,15
147953,2020-06-02,Alfenas/MG,0,0,0,15
152302,2020-06-03,Alfenas/MG,0,0,0,15
156688,2020-06-04,Alfenas/MG,0,0,2,17
161119,2020-06-05,Alfenas/MG,0,0,0,17
165613,2020-06-06,Alfenas/MG,0,0,0,17
170148,2020-06-07,Alfenas/MG,0,0,0,17
174714,2020-06-08,Alfenas/MG,0,0,0,17
179356,2020-06-09,Alfenas/MG,0,0,0,17
184026,2020-06-10,Alfenas/MG,0,0,1,18
188741,2020-06-11,Alfenas/MG,0,0,0,18
193491,2020-06-12,Alfenas/MG,0,0,0,18
198255,2020-06-13,Alfenas/MG,0,0,0,18
203036,2020-06-14,Alfenas/MG,0,0,0,18
207829,2020-06-15,Alfenas/MG,0,0,0,18
212643,2020-06-16,Alfenas/MG,0,0,0,18
217496,2020-06-17,Alfenas/MG,0,0,0,18
222385,2020-06-18,Alfenas/MG,0,0,0,18
227306,2020-06-19,Alfenas/MG,0,0,-1,17
232264,2020-06-20,Alfenas/MG,0,0,2,19
237261,2020-06-21,Alfenas/MG,0,0,0,19
242271,2020-06-22,Alfenas/MG,0,0,3,22
247298,2020-06-23,Alfenas/MG,0,0,2,24
252354,2020-06-24,Alfenas/MG,0,0,1,25
257427,2020-06-25,Alfenas/MG,0,0,6,31
262520,2020-06-26,Alfenas/MG,0,0,3,34
267654,2020-06-27,Alfenas/MG,0,0,5,39
272976,2020-06-28,Alfenas/MG,0,0,3,42
278306,2020-06-29,Alfenas/MG,0,0,0,42
283649,2020-06-30,Alfenas/MG,0,0,3,45
289013,2020-07-01,Alfenas/MG,0,0,4,49
294387,2020-07-02,Alfenas/MG,0,0,6,55
299772,2020-07-03,Alfenas/MG,0,0,1,56
305167,2020-07-04,Alfenas/MG,0,0,3,59
310576,2020-07-05,Alfenas/MG,0,0,0,59
315990,2020-07-06,Alfenas/MG,0,0,1,60
321415,2020-07-07,Alfenas/MG,0,0,5,65
326852,2020-07-08,Alfenas/MG,0,0,5,70
332320,2020-07-09,Alfenas/MG,0,0,4,74
337793,2020-07-10,Alfenas/MG,0,0,1,75
343273,2020-07-11,Alfenas/MG,0,0,8,83
348756,2020-07-12,Alfenas/MG,0,0,3,86
354243,2020-07-13,Alfenas/MG,0,0,0,86
359734,2020-07-14,Alfenas/MG,1,1,0,86
365231,2020-07-15,Alfenas/MG,0,1,11,97
370737,2020-07-16,Alfenas/MG,0,1,4,101
376247,2020-07-17,Alfenas/MG,3,4,0,101
381759,2020-07-18,Alfenas/MG,0,4,11,112
387272,2020-07-19,Alfenas/MG,0,4,8,120
392788,2020-07-20,Alfenas/MG,0,4,4,124
398307,2020-07-21,Alfenas/MG,1,5,2,126
403832,2020-07-22,Alfenas/MG,3,8,8,134
409361,2020-07-23,Alfenas/MG,1,9,17,151
414892,2020-07-24,Alfenas/MG,1,10,9,160
420425,2020-07-25,Alfenas/MG,3,13,11,171
425963,2020-07-26,Alfenas/MG,1,14,10,181
431503,2020-07-27,Alfenas/MG,0,14,1,182
437045,2020-07-28,Alfenas/MG,1,15,7,189
442592,2020-07-29,Alfenas/MG,1,16,0,189
448141,2020-07-30,Alfenas/MG,4,20,94,283
453692,2020-07-31,Alfenas/MG,0,20,10,293
459244,2020-08-01,Alfenas/MG,0,20,0,293
464800,2020-08-02,Alfenas/MG,0,20,0,293
470357,2020-08-03,Alfenas/MG,0,20,20,313
475915,2020-08-04,Alfenas/MG,0,20,0,313
481473,2020-08-05,Alfenas/MG,0,20,0,313
487032,2020-08-06,Alfenas/MG,1,21,19,332
492592,2020-08-07,Alfenas/MG,0,21,0,332
498154,2020-08-08,Alfenas/MG,0,21,0,332
503717,2020-08-09,Alfenas/MG,0,21,0,332
509280,2020-08-10,Alfenas/MG,0,21,22,354
514844,2020-08-11,Alfenas/MG,0,21,9,363
520411,2020-08-12,Alfenas/MG,0,21,6,369
525980,2020-08-13,Alfenas/MG,1,22,10,379
531553,2020-08-14,Alfenas/MG,0,22,0,379
537126,2020-08-15,Alfenas/MG,0,22,0,379
542700,2020-08-16,Alfenas/MG,0,22,0,379
548275,2020-08-17,Alfenas/MG,1,23,20,399
553851,2020-08-18,Alfenas/MG,0,23,8,407
559427,2020-08-19,Alfenas/MG,1,24,11,418
565004,2020-08-20,Alfenas/MG,0,24,7,425
570581,2020-08-21,Alfenas/MG,0,24,19,444
576159,2020-08-22,Alfenas/MG,0,24,0,444
581738,2020-08-23,Alfenas/MG,0,24,0,444
587318,2020-08-24,Alfenas/MG,0,24,34,478
592899,2020-08-25,Alfenas/MG,0,24,7,485
598480,2020-08-26,Alfenas/MG,0,24,21,506
604062,2020-08-27,Alfenas/MG,1,25,15,521
609644,2020-08-28,Alfenas/MG,0,25,32,553
615227,2020-08-29,Alfenas/MG,0,25,0,553
620811,2020-08-30,Alfenas/MG,0,25,0,553
626395,2020-08-31,Alfenas/MG,1,26,23,576
631979,2020-09-01,Alfenas/MG,0,26,3,579
637563,2020-09-02,Alfenas/MG,0,26,16,595
643147,2020-09-03,Alfenas/MG,0,26,21,616
648733,2020-09-04,Alfenas/MG,0,26,0,616
654319,2020-09-05,Alfenas/MG,0,26,0,616
659906,2020-09-06,Alfenas/MG,0,26,0,616
665493,2020-09-07,Alfenas/MG,0,26,46,662
671080,2020-09-08,Alfenas/MG,0,26,0,662
676667,2020-09-09,Alfenas/MG,1,27,21,683
682256,2020-09-10,Alfenas/MG,0,27,0,683
687845,2020-09-11,Alfenas/MG,0,27,42,725
693434,2020-09-12,Alfenas/MG,0,27,0,725
699023,2020-09-13,Alfenas/MG,0,27,0,725
704612,2020-09-14,Alfenas/MG,1,28,23,748
710201,2020-09-15,Alfenas/MG,0,28,25,773
715792,2020-09-16,Alfenas/MG,0,28,21,794
721383,2020-09-17,Alfenas/MG,0,28,0,794
726974,2020-09-18,Alfenas/MG,0,28,52,846
732565,2020-09-19,Alfenas/MG,0,28,0,846
738156,2020-09-20,Alfenas/MG,0,28,0,846
743747,2020-09-21,Alfenas/MG,0,28,36,882
749339,2020-09-22,Alfenas/MG,0,28,0,882
754932,2020-09-23,Alfenas/MG,1,29,59,941
760526,2020-09-24,Alfenas/MG,0,29,21,962
766120,2020-09-25,Alfenas/MG,2,31,18,980
771715,2020-09-26,Alfenas/MG,0,31,0,980
777310,2020-09-27,Alfenas/MG,0,31,0,980
782905,2020-09-28,Alfenas/MG,0,31,56,1036
788500,2020-09-29,Alfenas/MG,0,31,0,1036
794095,2020-09-30,Alfenas/MG,1,32,0,1036
799690,2020-10-01,Alfenas/MG,0,32,112,1148
805285,2020-10-02,Alfenas/MG,1,33,24,1172
810880,2020-10-03,Alfenas/MG,0,33,0,1172
816476,2020-10-04,Alfenas/MG,0,33,0,1172
822072,2020-10-05,Alfenas/MG,5,38,26,1198
827668,2020-10-06,Alfenas/MG,0,38,0,1198
833264,2020-10-07,Alfenas/MG,2,40,141,1339
838860,2020-10-08,Alfenas/MG,0,40,0,1339
844456,2020-10-09,Alfenas/MG,0,40,0,1339
850052,2020-10-10,Alfenas/MG,0,40,0,1339
855648,2020-10-11,Alfenas/MG,0,40,0,1339
861244,2020-10-12,Alfenas/MG,0,40,178,1517
866840,2020-10-13,Alfenas/MG,0,40,0,1517
872436,2020-10-14,Alfenas/MG,0,40,78,1595
878032,2020-10-15,Alfenas/MG,0,40,0,1595
883628,2020-10-16,Alfenas/MG,0,40,99,1694
889224,2020-10-17,Alfenas/MG,0,40,0,1694
894820,2020-10-18,Alfenas/MG,0,40,0,1694
900416,2020-10-19,Alfenas/MG,0,40,0,1694
906012,2020-10-20,Alfenas/MG,0,40,38,1732
911608,2020-10-21,Alfenas/MG,6,46,0,1732
917204,2020-10-22,Alfenas/MG,0,46,111,1843
922800,2020-10-23,Alfenas/MG,0,46,0,1843
928396,2020-10-24,Alfenas/MG,0,46,0,1843
933992,2020-10-25,Alfenas/MG,0,46,0,1843
939588,2020-10-26,Alfenas/MG,3,49,0,1843
945184,2020-10-27,Alfenas/MG,0,49,58,1901
950780,2020-10-28,Alfenas/MG,0,49,24,1925
956376,2020-10-29,Alfenas/MG,2,51,28,1953
961972,2020-10-30,Alfenas/MG,0,51,0,1953
967568,2020-10-31,Alfenas/MG,0,51,0,1953
973164,2020-11-01,Alfenas/MG,0,51,0,1953
978760,2020-11-02,Alfenas/MG,0,51,0,1953
984356,2020-11-03,Alfenas/MG,3,54,36,1989
989952,2020-11-04,Alfenas/MG,0,54,17,2006
995548,2020-11-05,Alfenas/MG,1,55,16,2022
1001144,2020-11-06,Alfenas/MG,0,55,14,2036
1006740,2020-11-07,Alfenas/MG,0,55,0,2036
1012336,2020-11-08,Alfenas/MG,0,55,0,2036
1017932,2020-11-09,Alfenas/MG,0,55,15,2051
1023528,2020-11-10,Alfenas/MG,0,55,0,2051
1029124,2020-11-11,Alfenas/MG,0,55,0,2051
1034720,2020-11-12,Alfenas/MG,1,56,47,2098
1040316,2020-11-13,Alfenas/MG,2,58,24,2122
1045912,2020-11-14,Alfenas/MG,0,58,0,2122
1051508,2020-11-15,Alfenas/MG,0,58,0,2122
1057104,2020-11-16,Alfenas/MG,0,58,0,2122
1062700,2020-11-17,Alfenas/MG,0,58,15,2137
1068296,2020-11-18,Alfenas/MG,0,58,0,2137
1073892,2020-11-19,Alfenas/MG,0,58,26,2163
1079488,2020-11-20,Alfenas/MG,0,58,0,2163
1085084,2020-11-21,Alfenas/MG,0,58,0,2163
1090680,2020-11-22,Alfenas/MG,0,58,0,2163
1096276,2020-11-23,Alfenas/MG,0,58,11,2174
1101872,2020-11-24,Alfenas/MG,0,58,6,2180
1107468,2020-11-25,Alfenas/MG,1,59,23,2203
1113064,2020-11-26,Alfenas/MG,0,59,12,2215
1118660,2020-11-27,Alfenas/MG,0,59,3,2218
1124256,2020-11-28,Alfenas/MG,1,60,15,2233
1129852,2020-11-29,Alfenas/MG,0,60,0,2233
1135448,2020-11-30,Alfenas/MG,0,60,0,2233
1141044,2020-12-01,Alfenas/MG,0,60,5,2238
1146640,2020-12-02,Alfenas/MG,1,61,17,2255
1152236,2020-12-03,Alfenas/MG,0,61,5,2260
1157832,2020-12-04,Alfenas/MG,0,61,11,2271
1163428,2020-12-05,Alfenas/MG,1,62,9,2280
1169024,2020-12-06,Alfenas/MG,0,62,0,2280
1174620,2020-12-07,Alfenas/MG,0,62,0,2280
1180216,2020-12-08,Alfenas/MG,0,62,7,2287
1185812,2020-12-09,Alfenas/MG,1,63,0,2287
1191408,2020-12-10,Alfenas/MG,0,63,43,2330
1197004,2020-12-11,Alfenas/MG,0,63,1,2331
1202600,2020-12-12,Alfenas/MG,0,63,0,2331
1208196,2020-12-13,Alfenas/MG,0,63,0,2331
1213792,2020-12-14,Alfenas/MG,0,63,0,2331
1219388,2020-12-15,Alfenas/MG,0,63,16,2347
1224984,2020-12-16,Alfenas/MG,0,63,22,2369
1230580,2020-12-17,Alfenas/MG,0,63,4,2373
1236176,2020-12-18,Alfenas/MG,0,63,11,2384
1241772,2020-12-19,Alfenas/MG,0,63,8,2392
1247368,2020-12-20,Alfenas/MG,0,63,0,2392
1252964,2020-12-21,Alfenas/MG,0,63,0,2392
1258560,2020-12-22,Alfenas/MG,0,63,12,2404
1264156,2020-12-23,Alfenas/MG,0,63,19,2423
1269752,2020-12-24,Alfenas/MG,0,63,0,2423
1275348,2020-12-25,Alfenas/MG,0,63,24,2447
1280944,2020-12-26,Alfenas/MG,0,63,0,2447
1286540,2020-12-27,Alfenas/MG,0,63,0,2447
1292136,2020-12-28,Alfenas/MG,0,63,0,2447
1297732,2020-12-29,Alfenas/MG,0,63,14,2461
1303328,2020-12-30,Alfenas/MG,0,63,31,2492
1308924,2020-12-31,Alfenas/MG,0,63,0,2492
1314520,2021-01-01,Alfenas/MG,0,63,29,2521
1320116,2021-01-02,Alfenas/MG,0,63,0,2521
1325712,2021-01-03,Alfenas/MG,0,63,0,2521
1331308,2021-01-04,Alfenas/MG,0,63,0,2521
1336904,2021-01-05,Alfenas/MG,0,63,18,2539
1342500,2021-01-06,Alfenas/MG,1,64,75,2614
1348096,2021-01-07,Alfenas/MG,0,64,0,2614
1353692,2021-01-08,Alfenas/MG,0,64,0,2614
1359288,2021-01-09,Alfenas/MG,1,65,209,2823
1364884,2021-01-10,Alfenas/MG,0,65,41,2864
1370480,2021-01-11,Alfenas/MG,0,65,0,2864
1376076,2021-01-12,Alfenas/MG,0,65,0,2864
1381672,2021-01-13,Alfenas/MG,0,65,107,2971
1387268,2021-01-14,Alfenas/MG,0,65,71,3042
1392864,2021-01-15,Alfenas/MG,0,65,45,3087
1398460,2021-01-16,Alfenas/MG,0,65,0,3087
1404056,2021-01-17,Alfenas/MG,0,65,0,3087
1409652,2021-01-18,Alfenas/MG,2,67,42,3129
1415248,2021-01-19,Alfenas/MG,0,67,58,3187
1420844,2021-01-20,Alfenas/MG,0,67,76,3263
1426440,2021-01-21,Alfenas/MG,7,74,0,3263
1432036,2021-01-22,Alfenas/MG,0,74,117,3380
1437632,2021-01-23,Alfenas/MG,0,74,22,3402
1443228,2021-01-24,Alfenas/MG,1,75,0,3402
1448824,2021-01-25,Alfenas/MG,0,75,0,3402
1454420,2021-01-26,Alfenas/MG,0,75,39,3441
1460016,2021-01-27,Alfenas/MG,3,78,86,3527
1465612,2021-01-28,Alfenas/MG,0,78,40,3567
1471208,2021-01-29,Alfenas/MG,0,78,36,3603
1476804,2021-01-30,Alfenas/MG,0,78,18,3621
1482400,2021-01-31,Alfenas/MG,1,79,0,3621
1487996,2021-02-01,Alfenas/MG,0,79,0,3621
1493592,2021-02-02,Alfenas/MG,0,79,12,3633
1499188,2021-02-03,Alfenas/MG,0,79,35,3668
1504784,2021-02-04,Alfenas/MG,0,79,32,3700
1510380,2021-02-05,Alfenas/MG,0,79,17,3717
1515976,2021-02-06,Alfenas/MG,0,79,0,3717
1521572,2021-02-07,Alfenas/MG,0,79,0,3717
1527168,2021-02-08,Alfenas/MG,0,79,0,3717
1532764,2021-02-09,Alfenas/MG,0,79,0,3717
1538360,2021-02-10,Alfenas/MG,4,83,72,3789
1543956,2021-02-11,Alfenas/MG,0,83,0,3789
1549552,2021-02-12,Alfenas/MG,2,85,19,3808
1555148,2021-02-13,Alfenas/MG,2,87,9,3817
1560744,2021-02-14,Alfenas/MG,3,90,0,3817
1566340,2021-02-15,Alfenas/MG,0,90,0,3817
1571936,2021-02-16,Alfenas/MG,0,90,25,3842
1577532,2021-02-17,Alfenas/MG,0,90,19,3861
1583128,2021-02-18,Alfenas/MG,1,91,16,3877
1588724,2021-02-19,Alfenas/MG,0,91,10,3887
1594320,2021-02-20,Alfenas/MG,3,94,6,3893
1599916,2021-02-21,Alfenas/MG,0,94,0,3893
1605512,2021-02-22,Alfenas/MG,0,94,0,3893
1611108,2021-02-23,Alfenas/MG,0,94,21,3914
1616704,2021-02-24,Alfenas/MG,0,94,50,3964
1622300,2021-02-25,Alfenas/MG,0,94,18,3982
1627896,2021-02-26,Alfenas/MG,0,94,3,3985
1633492,2021-02-27,Alfenas/MG,1,95,35,4020
1639088,2021-02-28,Alfenas/MG,0,95,0,4020
1644684,2021-03-01,Alfenas/MG,0,95,0,4020
1650280,2021-03-02,Alfenas/MG,0,95,7,4027
1655876,2021-03-03,Alfenas/MG,0,95,38,4065
1661472,2021-03-04,Alfenas/MG,0,95,47,4112
1667068,2021-03-05,Alfenas/MG,0,95,24,4136
1672664,2021-03-06,Alfenas/MG,0,95,20,4156
1678260,2021-03-07,Alfenas/MG,0,95,0,4156
1683856,2021-03-08,Alfenas/MG,0,95,0,4156
1689452,2021-03-09,Alfenas/MG,0,95,26,4182
1695048,2021-03-10,Alfenas/MG,0,95,82,4264
1700644,2021-03-11,Alfenas/MG,0,95,37,4301
1706240,2021-03-12,Alfenas/MG,2,97,27,4328
1711836,2021-03-13,Alfenas/MG,0,97,31,4359
1717432,2021-03-14,Alfenas/MG,1,98,0,4359
1723028,2021-03-15,Alfenas/MG,0,98,0,4359
1728624,2021-03-16,Alfenas/MG,0,98,40,4399
1734220,2021-03-17,Alfenas/MG,0,98,0,4399
1739816,2021-03-18,Alfenas/MG,0,98,163,4562
1745412,2021-03-19,Alfenas/MG,0,98,44,4606
1751008,2021-03-20,Alfenas/MG,3,101,40,4646
1756604,2021-03-21,Alfenas/MG,2,103,0,4646
1762200,2021-03-22,Alfenas/MG,0,103,0,4646
1767796,2021-03-23,Alfenas/MG,0,103,42,4688
1773392,2021-03-24,Alfenas/MG,0,103,104,4792
1778988,2021-03-25,Alfenas/MG,0,103,71,4863
1784584,2021-03-26,Alfenas/MG,0,103,37,4900
1790180,2021-03-27,Alfenas/MG,9,112,56,4956
1795776,2021-03-28,Alfenas/MG,0,112,0,4956
1801372,2021-03-29,Alfenas/MG,0,112,0,4956
1806968,2021-03-30,Alfenas/MG,0,112,52,5008
1812564,2021-03-31,Alfenas/MG,0,112,77,5085
1818160,2021-04-01,Alfenas/MG,5,117,47,5132
1823756,2021-04-02,Alfenas/MG,1,118,55,5187
1829352,2021-04-03,Alfenas/MG,0,118,0,5187
1834948,2021-04-04,Alfenas/MG,0,118,0,5187
1840545,2021-04-05,Alfenas/MG,0,118,0,5187
1846142,2021-04-06,Alfenas/MG,0,118,0,5187
55500,2020-05-07,Alpinópolis/MG,0,0,1,1
58174,2020-05-08,Alpinópolis/MG,0,0,0,1
60960,2020-05-09,Alpinópolis/MG,0,0,0,1
63811,2020-05-10,Alpinópolis/MG,0,0,0,1
66720,2020-05-11,Alpinópolis/MG,0,0,0,1
69690,2020-05-12,Alpinópolis/MG,0,0,0,1
72721,2020-05-13,Alpinópolis/MG,0,0,0,1
75829,2020-05-14,Alpinópolis/MG,0,0,0,1
79013,2020-05-15,Alpinópolis/MG,0,0,0,1
82298,2020-05-16,Alpinópolis/MG,0,0,0,1
85647,2020-05-17,Alpinópolis/MG,0,0,0,1
89026,2020-05-18,Alpinópolis/MG,0,0,0,1
92467,2020-05-19,Alpinópolis/MG,0,0,0,1
95979,2020-05-20,Alpinópolis/MG,0,0,0,1
99585,2020-05-21,Alpinópolis/MG,0,0,0,1
103259,2020-05-22,Alpinópolis/MG,0,0,0,1
107019,2020-05-23,Alpinópolis/MG,0,0,0,1
110902,2020-05-24,Alpinópolis/MG,0,0,0,1
114824,2020-05-25,Alpinópolis/MG,0,0,0,1
118779,2020-05-26,Alpinópolis/MG,0,0,0,1
122786,2020-05-27,Alpinópolis/MG,0,0,0,1
126839,2020-05-28,Alpinópolis/MG,0,0,0,1
130962,2020-05-29,Alpinópolis/MG,0,0,0,1
135154,2020-05-30,Alpinópolis/MG,0,0,0,1
139399,2020-05-31,Alpinópolis/MG,0,0,0,1
143675,2020-06-01,Alpinópolis/MG,0,0,0,1
147970,2020-06-02,Alpinópolis/MG,0,0,0,1
152319,2020-06-03,Alpinópolis/MG,0,0,0,1
156705,2020-06-04,Alpinópolis/MG,0,0,0,1
161136,2020-06-05,Alpinópolis/MG,0,0,0,1
165630,2020-06-06,Alpinópolis/MG,0,0,0,1
170165,2020-06-07,Alpinópolis/MG,0,0,0,1
174731,2020-06-08,Alpinópolis/MG,0,0,0,1
179373,2020-06-09,Alpinópolis/MG,0,0,0,1
184043,2020-06-10,Alpinópolis/MG,0,0,0,1
188758,2020-06-11,Alpinópolis/MG,0,0,0,1
193508,2020-06-12,Alpinópolis/MG,0,0,0,1
198272,2020-06-13,Alpinópolis/MG,0,0,0,1
203053,2020-06-14,Alpinópolis/MG,0,0,0,1
207846,2020-06-15,Alpinópolis/MG,0,0,0,1
212660,2020-06-16,Alpinópolis/MG,0,0,0,1
217513,2020-06-17,Alpinópolis/MG,0,0,0,1
222403,2020-06-18,Alpinópolis/MG,0,0,0,1
227324,2020-06-19,Alpinópolis/MG,0,0,0,1
232282,2020-06-20,Alpinópolis/MG,0,0,0,1
237279,2020-06-21,Alpinópolis/MG,0,0,0,1
242289,2020-06-22,Alpinópolis/MG,0,0,0,1
247316,2020-06-23,Alpinópolis/MG,0,0,0,1
252372,2020-06-24,Alpinópolis/MG,0,0,0,1
257445,2020-06-25,Alpinópolis/MG,0,0,0,1
262538,2020-06-26,Alpinópolis/MG,0,0,0,1
267672,2020-06-27,Alpinópolis/MG,0,0,0,1
272994,2020-06-28,Alpinópolis/MG,0,0,0,1
278324,2020-06-29,Alpinópolis/MG,0,0,0,1
283667,2020-06-30,Alpinópolis/MG,0,0,0,1
289031,2020-07-01,Alpinópolis/MG,0,0,1,2
294405,2020-07-02,Alpinópolis/MG,0,0,1,3
299790,2020-07-03,Alpinópolis/MG,0,0,0,3
305185,2020-07-04,Alpinópolis/MG,0,0,3,6
310594,2020-07-05,Alpinópolis/MG,0,0,0,6
316008,2020-07-06,Alpinópolis/MG,0,0,0,6
321433,2020-07-07,Alpinópolis/MG,0,0,0,6
326870,2020-07-08,Alpinópolis/MG,0,0,0,6
332338,2020-07-09,Alpinópolis/MG,2,2,0,6
337811,2020-07-10,Alpinópolis/MG,0,2,2,8
343291,2020-07-11,Alpinópolis/MG,1,3,2,10
348774,2020-07-12,Alpinópolis/MG,0,3,0,10
354261,2020-07-13,Alpinópolis/MG,0,3,0,10
359752,2020-07-14,Alpinópolis/MG,0,3,0,10
365249,2020-07-15,Alpinópolis/MG,0,3,0,10
370755,2020-07-16,Alpinópolis/MG,0,3,0,10
376265,2020-07-17,Alpinópolis/MG,0,3,3,13
381777,2020-07-18,Alpinópolis/MG,0,3,0,13
387290,2020-07-19,Alpinópolis/MG,0,3,0,13
392806,2020-07-20,Alpinópolis/MG,0,3,1,14
398325,2020-07-21,Alpinópolis/MG,0,3,1,15
403850,2020-07-22,Alpinópolis/MG,0,3,5,20
409379,2020-07-23,Alpinópolis/MG,0,3,3,23
414911,2020-07-24,Alpinópolis/MG,0,3,0,23
420444,2020-07-25,Alpinópolis/MG,0,3,8,31
425982,2020-07-26,Alpinópolis/MG,0,3,1,32
431522,2020-07-27,Alpinópolis/MG,0,3,0,32
437064,2020-07-28,Alpinópolis/MG,1,4,0,32
442611,2020-07-29,Alpinópolis/MG,0,4,3,35
448160,2020-07-30,Alpinópolis/MG,0,4,3,38
453711,2020-07-31,Alpinópolis/MG,0,4,3,41
459263,2020-08-01,Alpinópolis/MG,0,4,0,41
464819,2020-08-02,Alpinópolis/MG,0,4,0,41
470376,2020-08-03,Alpinópolis/MG,0,4,7,48
475934,2020-08-04,Alpinópolis/MG,0,4,0,48
481492,2020-08-05,Alpinópolis/MG,0,4,0,48
487051,2020-08-06,Alpinópolis/MG,-1,3,3,51
492611,2020-08-07,Alpinópolis/MG,0,3,0,51
498173,2020-08-08,Alpinópolis/MG,0,3,0,51
503736,2020-08-09,Alpinópolis/MG,0,3,0,51
509299,2020-08-10,Alpinópolis/MG,1,4,6,57
514863,2020-08-11,Alpinópolis/MG,0,4,1,58
520430,2020-08-12,Alpinópolis/MG,0,4,0,58
525999,2020-08-13,Alpinópolis/MG,-1,3,2,60
531572,2020-08-14,Alpinópolis/MG,0,3,1,61
537145,2020-08-15,Alpinópolis/MG,0,3,0,61
542719,2020-08-16,Alpinópolis/MG,0,3,0,61
548294,2020-08-17,Alpinópolis/MG,1,4,1,62
553870,2020-08-18,Alpinópolis/MG,0,4,4,66
559446,2020-08-19,Alpinópolis/MG,0,4,0,66
565023,2020-08-20,Alpinópolis/MG,0,4,0,66
570600,2020-08-21,Alpinópolis/MG,0,4,0,66
576178,2020-08-22,Alpinópolis/MG,0,4,0,66
581757,2020-08-23,Alpinópolis/MG,0,4,0,66
587337,2020-08-24,Alpinópolis/MG,0,4,0,66
592918,2020-08-25,Alpinópolis/MG,0,4,1,67
598499,2020-08-26,Alpinópolis/MG,1,5,0,67
604081,2020-08-27,Alpinópolis/MG,0,5,0,67
609663,2020-08-28,Alpinópolis/MG,-1,4,0,67
615246,2020-08-29,Alpinópolis/MG,0,4,0,67
620830,2020-08-30,Alpinópolis/MG,0,4,0,67
626414,2020-08-31,Alpinópolis/MG,0,4,2,69
631998,2020-09-01,Alpinópolis/MG,0,4,0,69
637582,2020-09-02,Alpinópolis/MG,0,4,0,69
643166,2020-09-03,Alpinópolis/MG,0,4,2,71
648752,2020-09-04,Alpinópolis/MG,0,4,2,73
654338,2020-09-05,Alpinópolis/MG,0,4,0,73
659925,2020-09-06,Alpinópolis/MG,0,4,0,73
