,date,city,newDeaths,deaths,newCases,totalCases
316807,2020-07-06,Campestre/MG,0,0,0,10
322235,2020-07-07,Campestre/MG,0,0,0,10
327677,2020-07-08,Campestre/MG,0,0,1,11
333145,2020-07-09,Campestre/MG,0,0,2,13
338620,2020-07-10,Campestre/MG,0,0,1,14
344100,2020-07-11,Campestre/MG,0,0,1,15
349585,2020-07-12,Campestre/MG,0,0,1,16
355072,2020-07-13,Campestre/MG,0,0,0,16
360565,2020-07-14,Campestre/MG,0,0,0,16
366063,2020-07-15,Campestre/MG,0,0,1,17
371569,2020-07-16,Campestre/MG,0,0,0,17
377079,2020-07-17,Campestre/MG,0,0,4,21
382591,2020-07-18,Campestre/MG,0,0,2,23
388105,2020-07-19,Campestre/MG,0,0,0,23
393622,2020-07-20,Campestre/MG,0,0,4,27
399142,2020-07-21,Campestre/MG,0,0,5,32
404669,2020-07-22,Campestre/MG,0,0,6,38
410198,2020-07-23,Campestre/MG,0,0,0,38
415730,2020-07-24,Campestre/MG,0,0,1,39
421264,2020-07-25,Campestre/MG,1,1,3,42
426802,2020-07-26,Campestre/MG,0,1,4,46
432342,2020-07-27,Campestre/MG,0,1,0,46
437884,2020-07-28,Campestre/MG,0,1,0,46
443432,2020-07-29,Campestre/MG,0,1,5,51
448981,2020-07-30,Campestre/MG,0,1,0,51
454532,2020-07-31,Campestre/MG,0,1,5,56
460084,2020-08-01,Campestre/MG,0,1,0,56
465640,2020-08-02,Campestre/MG,0,1,0,56
471197,2020-08-03,Campestre/MG,0,1,8,64
476755,2020-08-04,Campestre/MG,0,1,0,64
482313,2020-08-05,Campestre/MG,0,1,0,64
487872,2020-08-06,Campestre/MG,2,3,15,79
493432,2020-08-07,Campestre/MG,0,3,3,82
498995,2020-08-08,Campestre/MG,0,3,0,82
504558,2020-08-09,Campestre/MG,0,3,0,82
510121,2020-08-10,Campestre/MG,0,3,3,85
515686,2020-08-11,Campestre/MG,0,3,0,85
521254,2020-08-12,Campestre/MG,0,3,2,87
526824,2020-08-13,Campestre/MG,0,3,0,87
532397,2020-08-14,Campestre/MG,0,3,3,90
537970,2020-08-15,Campestre/MG,0,3,0,90
543545,2020-08-16,Campestre/MG,0,3,0,90
549120,2020-08-17,Campestre/MG,0,3,3,93
554696,2020-08-18,Campestre/MG,0,3,0,93
560272,2020-08-19,Campestre/MG,0,3,3,96
565849,2020-08-20,Campestre/MG,0,3,4,100
571426,2020-08-21,Campestre/MG,0,3,0,100
577005,2020-08-22,Campestre/MG,0,3,0,100
582584,2020-08-23,Campestre/MG,0,3,0,100
588165,2020-08-24,Campestre/MG,1,4,2,102
593746,2020-08-25,Campestre/MG,0,4,0,102
599327,2020-08-26,Campestre/MG,0,4,0,102
604909,2020-08-27,Campestre/MG,0,4,0,102
610491,2020-08-28,Campestre/MG,0,4,0,102
616075,2020-08-29,Campestre/MG,0,4,0,102
621659,2020-08-30,Campestre/MG,0,4,0,102
627243,2020-08-31,Campestre/MG,0,4,0,102
632827,2020-09-01,Campestre/MG,0,4,0,102
638411,2020-09-02,Campestre/MG,0,4,0,102
643995,2020-09-03,Campestre/MG,0,4,6,108
649581,2020-09-04,Campestre/MG,0,4,2,110
655167,2020-09-05,Campestre/MG,0,4,0,110
660754,2020-09-06,Campestre/MG,0,4,0,110
666341,2020-09-07,Campestre/MG,0,4,2,112
671928,2020-09-08,Campestre/MG,0,4,0,112
677515,2020-09-09,Campestre/MG,0,4,0,112
683104,2020-09-10,Campestre/MG,0,4,3,115
688693,2020-09-11,Campestre/MG,0,4,0,115
694282,2020-09-12,Campestre/MG,0,4,0,115
699871,2020-09-13,Campestre/MG,0,4,0,115
705460,2020-09-14,Campestre/MG,0,4,2,117
711049,2020-09-15,Campestre/MG,0,4,-1,116
716640,2020-09-16,Campestre/MG,0,4,1,117
722231,2020-09-17,Campestre/MG,0,4,0,117
727822,2020-09-18,Campestre/MG,0,4,0,117
733413,2020-09-19,Campestre/MG,0,4,0,117
739004,2020-09-20,Campestre/MG,0,4,0,117
744595,2020-09-21,Campestre/MG,0,4,3,120
750187,2020-09-22,Campestre/MG,0,4,0,120
755780,2020-09-23,Campestre/MG,0,4,5,125
761374,2020-09-24,Campestre/MG,0,4,0,125
766968,2020-09-25,Campestre/MG,0,4,2,127
772563,2020-09-26,Campestre/MG,0,4,0,127
778158,2020-09-27,Campestre/MG,0,4,0,127
783753,2020-09-28,Campestre/MG,0,4,2,129
789348,2020-09-29,Campestre/MG,0,4,4,133
794943,2020-09-30,Campestre/MG,0,4,-1,132
800538,2020-10-01,Campestre/MG,0,4,0,132
806133,2020-10-02,Campestre/MG,0,4,3,135
811728,2020-10-03,Campestre/MG,0,4,0,135
817324,2020-10-04,Campestre/MG,0,4,0,135
822920,2020-10-05,Campestre/MG,0,4,3,138
828516,2020-10-06,Campestre/MG,0,4,0,138
834112,2020-10-07,Campestre/MG,0,4,2,140
839708,2020-10-08,Campestre/MG,0,4,0,140
845304,2020-10-09,Campestre/MG,0,4,4,144
850900,2020-10-10,Campestre/MG,0,4,0,144
856496,2020-10-11,Campestre/MG,0,4,0,144
862092,2020-10-12,Campestre/MG,0,4,2,146
867688,2020-10-13,Campestre/MG,0,4,1,147
873284,2020-10-14,Campestre/MG,0,4,0,147
878880,2020-10-15,Campestre/MG,0,4,2,149
884476,2020-10-16,Campestre/MG,0,4,0,149
890072,2020-10-17,Campestre/MG,0,4,0,149
895668,2020-10-18,Campestre/MG,0,4,0,149
901264,2020-10-19,Campestre/MG,0,4,1,150
906860,2020-10-20,Campestre/MG,0,4,4,154
912456,2020-10-21,Campestre/MG,0,4,7,161
918052,2020-10-22,Campestre/MG,0,4,3,164
923648,2020-10-23,Campestre/MG,0,4,4,168
929244,2020-10-24,Campestre/MG,0,4,0,168
934840,2020-10-25,Campestre/MG,0,4,0,168
940436,2020-10-26,Campestre/MG,0,4,10,178
946032,2020-10-27,Campestre/MG,0,4,4,182
951628,2020-10-28,Campestre/MG,0,4,11,193
957224,2020-10-29,Campestre/MG,0,4,9,202
962820,2020-10-30,Campestre/MG,0,4,0,202
968416,2020-10-31,Campestre/MG,0,4,0,202
974012,2020-11-01,Campestre/MG,0,4,0,202
979608,2020-11-02,Campestre/MG,0,4,0,202
985204,2020-11-03,Campestre/MG,0,4,7,209
990800,2020-11-04,Campestre/MG,0,4,8,217
996396,2020-11-05,Campestre/MG,0,4,7,224
1001992,2020-11-06,Campestre/MG,0,4,5,229
1007588,2020-11-07,Campestre/MG,0,4,0,229
1013184,2020-11-08,Campestre/MG,0,4,0,229
1018780,2020-11-09,Campestre/MG,0,4,4,233
1024376,2020-11-10,Campestre/MG,0,4,8,241
1029972,2020-11-11,Campestre/MG,0,4,0,241
1035568,2020-11-12,Campestre/MG,0,4,16,257
1041164,2020-11-13,Campestre/MG,0,4,1,258
1046760,2020-11-14,Campestre/MG,0,4,0,258
1052356,2020-11-15,Campestre/MG,0,4,0,258
1057952,2020-11-16,Campestre/MG,0,4,5,263
1063548,2020-11-17,Campestre/MG,0,4,2,265
1069144,2020-11-18,Campestre/MG,0,4,8,273
1074740,2020-11-19,Campestre/MG,0,4,4,277
1080336,2020-11-20,Campestre/MG,0,4,8,285
1085932,2020-11-21,Campestre/MG,0,4,0,285
1091528,2020-11-22,Campestre/MG,0,4,0,285
1097124,2020-11-23,Campestre/MG,0,4,2,287
1102720,2020-11-24,Campestre/MG,0,4,3,290
1108316,2020-11-25,Campestre/MG,0,4,0,290
1113912,2020-11-26,Campestre/MG,0,4,14,304
1119508,2020-11-27,Campestre/MG,0,4,2,306
1125104,2020-11-28,Campestre/MG,0,4,1,307
1130700,2020-11-29,Campestre/MG,0,4,0,307
1136296,2020-11-30,Campestre/MG,0,4,0,307
1141892,2020-12-01,Campestre/MG,0,4,4,311
1147488,2020-12-02,Campestre/MG,0,4,4,315
1153084,2020-12-03,Campestre/MG,0,4,2,317
1158680,2020-12-04,Campestre/MG,0,4,5,322
1164276,2020-12-05,Campestre/MG,0,4,8,330
1169872,2020-12-06,Campestre/MG,0,4,0,330
1175468,2020-12-07,Campestre/MG,0,4,0,330
1181064,2020-12-08,Campestre/MG,0,4,7,337
1186660,2020-12-09,Campestre/MG,0,4,15,352
1192256,2020-12-10,Campestre/MG,1,5,2,354
1197852,2020-12-11,Campestre/MG,0,5,3,357
1203448,2020-12-12,Campestre/MG,1,6,5,362
1209044,2020-12-13,Campestre/MG,0,6,0,362
1214640,2020-12-14,Campestre/MG,0,6,0,362
1220236,2020-12-15,Campestre/MG,0,6,6,368
1225832,2020-12-16,Campestre/MG,0,6,9,377
1231428,2020-12-17,Campestre/MG,0,6,3,380
1237024,2020-12-18,Campestre/MG,0,6,2,382
1242620,2020-12-19,Campestre/MG,0,6,7,389
1248216,2020-12-20,Campestre/MG,0,6,0,389
1253812,2020-12-21,Campestre/MG,0,6,0,389
1259408,2020-12-22,Campestre/MG,0,6,8,397
1265004,2020-12-23,Campestre/MG,0,6,8,405
1270600,2020-12-24,Campestre/MG,0,6,5,410
1276196,2020-12-25,Campestre/MG,0,6,0,410
1281792,2020-12-26,Campestre/MG,0,6,0,410
1287388,2020-12-27,Campestre/MG,0,6,0,410
1292984,2020-12-28,Campestre/MG,0,6,0,410
1298580,2020-12-29,Campestre/MG,0,6,7,417
1304176,2020-12-30,Campestre/MG,0,6,11,428
1309772,2020-12-31,Campestre/MG,0,6,1,429
1315368,2021-01-01,Campestre/MG,0,6,0,429
1320964,2021-01-02,Campestre/MG,0,6,0,429
1326560,2021-01-03,Campestre/MG,0,6,0,429
1332156,2021-01-04,Campestre/MG,0,6,0,429
1337752,2021-01-05,Campestre/MG,0,6,5,434
1343348,2021-01-06,Campestre/MG,0,6,4,438
1348944,2021-01-07,Campestre/MG,0,6,4,442
1354540,2021-01-08,Campestre/MG,0,6,1,443
1360136,2021-01-09,Campestre/MG,0,6,8,451
1365732,2021-01-10,Campestre/MG,0,6,0,451
1371328,2021-01-11,Campestre/MG,0,6,0,451
1376924,2021-01-12,Campestre/MG,0,6,4,455
1382520,2021-01-13,Campestre/MG,0,6,3,458
1388116,2021-01-14,Campestre/MG,0,6,0,458
1393712,2021-01-15,Campestre/MG,0,6,3,461
1399308,2021-01-16,Campestre/MG,0,6,0,461
1404904,2021-01-17,Campestre/MG,0,6,0,461
1410500,2021-01-18,Campestre/MG,0,6,5,466
1416096,2021-01-19,Campestre/MG,0,6,5,471
1421692,2021-01-20,Campestre/MG,0,6,9,480
1427288,2021-01-21,Campestre/MG,0,6,4,484
1432884,2021-01-22,Campestre/MG,0,6,5,489
1438480,2021-01-23,Campestre/MG,0,6,3,492
1444076,2021-01-24,Campestre/MG,0,6,0,492
1449672,2021-01-25,Campestre/MG,0,6,0,492
1455268,2021-01-26,Campestre/MG,0,6,2,494
1460864,2021-01-27,Campestre/MG,0,6,6,500
1466460,2021-01-28,Campestre/MG,0,6,0,500
1472056,2021-01-29,Campestre/MG,0,6,2,502
1477652,2021-01-30,Campestre/MG,0,6,2,504
1483248,2021-01-31,Campestre/MG,0,6,0,504
1488844,2021-02-01,Campestre/MG,0,6,0,504
1494440,2021-02-02,Campestre/MG,0,6,4,508
1500036,2021-02-03,Campestre/MG,0,6,5,513
1505632,2021-02-04,Campestre/MG,0,6,4,517
1511228,2021-02-05,Campestre/MG,0,6,3,520
1516824,2021-02-06,Campestre/MG,0,6,4,524
1522420,2021-02-07,Campestre/MG,0,6,0,524
1528016,2021-02-08,Campestre/MG,0,6,0,524
1533612,2021-02-09,Campestre/MG,0,6,0,524
1539208,2021-02-10,Campestre/MG,0,6,5,529
1544804,2021-02-11,Campestre/MG,0,6,0,529
1550400,2021-02-12,Campestre/MG,0,6,7,536
1555996,2021-02-13,Campestre/MG,0,6,3,539
1561592,2021-02-14,Campestre/MG,1,7,0,539
1567188,2021-02-15,Campestre/MG,0,7,0,539
1572784,2021-02-16,Campestre/MG,0,7,0,539
1578380,2021-02-17,Campestre/MG,0,7,0,539
1583976,2021-02-18,Campestre/MG,0,7,0,539
1589572,2021-02-19,Campestre/MG,0,7,16,555
1595168,2021-02-20,Campestre/MG,0,7,1,556
1600764,2021-02-21,Campestre/MG,0,7,0,556
1606360,2021-02-22,Campestre/MG,0,7,0,556
1611956,2021-02-23,Campestre/MG,0,7,8,564
1617552,2021-02-24,Campestre/MG,0,7,5,569
1623148,2021-02-25,Campestre/MG,0,7,1,570
1628744,2021-02-26,Campestre/MG,0,7,3,573
1634340,2021-02-27,Campestre/MG,0,7,1,574
1639936,2021-02-28,Campestre/MG,0,7,0,574
1645532,2021-03-01,Campestre/MG,0,7,0,574
1651128,2021-03-02,Campestre/MG,0,7,1,575
1656724,2021-03-03,Campestre/MG,0,7,7,582
1662320,2021-03-04,Campestre/MG,0,7,7,589
1667916,2021-03-05,Campestre/MG,0,7,5,594
1673512,2021-03-06,Campestre/MG,0,7,4,598
1679108,2021-03-07,Campestre/MG,0,7,0,598
1684704,2021-03-08,Campestre/MG,0,7,0,598
1690300,2021-03-09,Campestre/MG,0,7,3,601
1695896,2021-03-10,Campestre/MG,0,7,4,605
1701492,2021-03-11,Campestre/MG,0,7,5,610
1707088,2021-03-12,Campestre/MG,0,7,7,617
1712684,2021-03-13,Campestre/MG,0,7,5,622
1718280,2021-03-14,Campestre/MG,0,7,0,622
1723876,2021-03-15,Campestre/MG,0,7,0,622
1729472,2021-03-16,Campestre/MG,0,7,6,628
1735068,2021-03-17,Campestre/MG,1,8,14,642
1740664,2021-03-18,Campestre/MG,0,8,4,646
1746260,2021-03-19,Campestre/MG,0,8,5,651
1751856,2021-03-20,Campestre/MG,0,8,2,653
1757452,2021-03-21,Campestre/MG,1,9,0,653
1763048,2021-03-22,Campestre/MG,0,9,0,653
1768644,2021-03-23,Campestre/MG,0,9,2,655
1774240,2021-03-24,Campestre/MG,0,9,8,663
1779836,2021-03-25,Campestre/MG,0,9,5,668
1785432,2021-03-26,Campestre/MG,0,9,5,673
1791028,2021-03-27,Campestre/MG,0,9,5,678
1796624,2021-03-28,Campestre/MG,0,9,0,678
1802220,2021-03-29,Campestre/MG,0,9,0,678
1807816,2021-03-30,Campestre/MG,0,9,4,682
1813412,2021-03-31,Campestre/MG,1,10,14,696
1819008,2021-04-01,Campestre/MG,1,11,13,709
1824604,2021-04-02,Campestre/MG,1,12,4,713
1830200,2021-04-03,Campestre/MG,1,13,0,713
1835797,2021-04-04,Campestre/MG,0,13,0,713
1841394,2021-04-05,Campestre/MG,0,13,0,713
1846991,2021-04-06,Campestre/MG,0,13,0,713
268496,2020-06-27,Campo do Meio/MG,0,0,1,1
273820,2020-06-28,Campo do Meio/MG,0,0,0,1
279152,2020-06-29,Campo do Meio/MG,0,0,0,1
284497,2020-06-30,Campo do Meio/MG,0,0,0,1
289862,2020-07-01,Campo do Meio/MG,0,0,1,2
295239,2020-07-02,Campo do Meio/MG,0,0,0,2
300626,2020-07-03,Campo do Meio/MG,0,0,0,2
306025,2020-07-04,Campo do Meio/MG,0,0,1,3
311434,2020-07-05,Campo do Meio/MG,0,0,0,3
316848,2020-07-06,Campo do Meio/MG,0,0,2,5
322276,2020-07-07,Campo do Meio/MG,0,0,0,5
327719,2020-07-08,Campo do Meio/MG,0,0,0,5
333188,2020-07-09,Campo do Meio/MG,0,0,0,5
338663,2020-07-10,Campo do Meio/MG,0,0,0,5
344143,2020-07-11,Campo do Meio/MG,0,0,0,5
349628,2020-07-12,Campo do Meio/MG,0,0,0,5
355115,2020-07-13,Campo do Meio/MG,0,0,0,5
360608,2020-07-14,Campo do Meio/MG,0,0,0,5
366106,2020-07-15,Campo do Meio/MG,0,0,0,5
371612,2020-07-16,Campo do Meio/MG,0,0,0,5
377122,2020-07-17,Campo do Meio/MG,0,0,0,5
382634,2020-07-18,Campo do Meio/MG,0,0,0,5
388148,2020-07-19,Campo do Meio/MG,0,0,0,5
393665,2020-07-20,Campo do Meio/MG,0,0,0,5
399185,2020-07-21,Campo do Meio/MG,0,0,0,5
404712,2020-07-22,Campo do Meio/MG,0,0,0,5
410241,2020-07-23,Campo do Meio/MG,0,0,0,5
415773,2020-07-24,Campo do Meio/MG,0,0,0,5
421307,2020-07-25,Campo do Meio/MG,0,0,0,5
426845,2020-07-26,Campo do Meio/MG,0,0,0,5
432385,2020-07-27,Campo do Meio/MG,0,0,0,5
437927,2020-07-28,Campo do Meio/MG,0,0,0,5
443475,2020-07-29,Campo do Meio/MG,0,0,0,5
449024,2020-07-30,Campo do Meio/MG,0,0,2,7
454576,2020-07-31,Campo do Meio/MG,0,0,0,7
460128,2020-08-01,Campo do Meio/MG,0,0,0,7
465684,2020-08-02,Campo do Meio/MG,0,0,0,7
471241,2020-08-03,Campo do Meio/MG,0,0,7,14
476799,2020-08-04,Campo do Meio/MG,0,0,0,14
482357,2020-08-05,Campo do Meio/MG,0,0,0,14
487916,2020-08-06,Campo do Meio/MG,0,0,0,14
493476,2020-08-07,Campo do Meio/MG,0,0,0,14
499039,2020-08-08,Campo do Meio/MG,0,0,0,14
504602,2020-08-09,Campo do Meio/MG,0,0,0,14
510165,2020-08-10,Campo do Meio/MG,0,0,0,14
515730,2020-08-11,Campo do Meio/MG,0,0,0,14
521298,2020-08-12,Campo do Meio/MG,0,0,0,14
526868,2020-08-13,Campo do Meio/MG,0,0,2,16
532441,2020-08-14,Campo do Meio/MG,0,0,1,17
538014,2020-08-15,Campo do Meio/MG,0,0,0,17
543589,2020-08-16,Campo do Meio/MG,0,0,0,17
549164,2020-08-17,Campo do Meio/MG,0,0,10,27
554740,2020-08-18,Campo do Meio/MG,0,0,0,27
560316,2020-08-19,Campo do Meio/MG,0,0,0,27
565893,2020-08-20,Campo do Meio/MG,0,0,0,27
571470,2020-08-21,Campo do Meio/MG,0,0,2,29
577049,2020-08-22,Campo do Meio/MG,0,0,0,29
582628,2020-08-23,Campo do Meio/MG,0,0,0,29
588209,2020-08-24,Campo do Meio/MG,0,0,3,32
593790,2020-08-25,Campo do Meio/MG,0,0,2,34
599371,2020-08-26,Campo do Meio/MG,0,0,1,35
604953,2020-08-27,Campo do Meio/MG,0,0,0,35
610535,2020-08-28,Campo do Meio/MG,0,0,3,38
616119,2020-08-29,Campo do Meio/MG,0,0,0,38
621703,2020-08-30,Campo do Meio/MG,0,0,0,38
627287,2020-08-31,Campo do Meio/MG,0,0,0,38
632871,2020-09-01,Campo do Meio/MG,0,0,0,38
638455,2020-09-02,Campo do Meio/MG,0,0,0,38
644039,2020-09-03,Campo do Meio/MG,0,0,0,38
649625,2020-09-04,Campo do Meio/MG,0,0,2,40
655211,2020-09-05,Campo do Meio/MG,0,0,0,40
660798,2020-09-06,Campo do Meio/MG,0,0,0,40
666385,2020-09-07,Campo do Meio/MG,0,0,5,45
671972,2020-09-08,Campo do Meio/MG,0,0,0,45
677559,2020-09-09,Campo do Meio/MG,0,0,0,45
683148,2020-09-10,Campo do Meio/MG,0,0,0,45
688737,2020-09-11,Campo do Meio/MG,0,0,1,46
694326,2020-09-12,Campo do Meio/MG,0,0,0,46
699915,2020-09-13,Campo do Meio/MG,0,0,0,46
705504,2020-09-14,Campo do Meio/MG,0,0,2,48
711093,2020-09-15,Campo do Meio/MG,0,0,1,49
716684,2020-09-16,Campo do Meio/MG,0,0,0,49
722275,2020-09-17,Campo do Meio/MG,0,0,0,49
727866,2020-09-18,Campo do Meio/MG,0,0,9,58
733457,2020-09-19,Campo do Meio/MG,0,0,0,58
739048,2020-09-20,Campo do Meio/MG,0,0,0,58
744639,2020-09-21,Campo do Meio/MG,0,0,9,67
750231,2020-09-22,Campo do Meio/MG,0,0,0,67
755824,2020-09-23,Campo do Meio/MG,2,2,0,67
761418,2020-09-24,Campo do Meio/MG,0,2,0,67
767012,2020-09-25,Campo do Meio/MG,0,2,0,67
772607,2020-09-26,Campo do Meio/MG,0,2,0,67
778202,2020-09-27,Campo do Meio/MG,0,2,0,67
783797,2020-09-28,Campo do Meio/MG,0,2,28,95
789392,2020-09-29,Campo do Meio/MG,0,2,0,95
794987,2020-09-30,Campo do Meio/MG,0,2,1,96
800582,2020-10-01,Campo do Meio/MG,0,2,0,96
806177,2020-10-02,Campo do Meio/MG,0,2,4,100
811772,2020-10-03,Campo do Meio/MG,0,2,0,100
817368,2020-10-04,Campo do Meio/MG,0,2,0,100
822964,2020-10-05,Campo do Meio/MG,0,2,8,108
828560,2020-10-06,Campo do Meio/MG,0,2,0,108
834156,2020-10-07,Campo do Meio/MG,0,2,4,112
839752,2020-10-08,Campo do Meio/MG,0,2,0,112
845348,2020-10-09,Campo do Meio/MG,0,2,0,112
850944,2020-10-10,Campo do Meio/MG,0,2,0,112
856540,2020-10-11,Campo do Meio/MG,0,2,0,112
862136,2020-10-12,Campo do Meio/MG,0,2,16,128
867732,2020-10-13,Campo do Meio/MG,0,2,0,128
873328,2020-10-14,Campo do Meio/MG,0,2,0,128
878924,2020-10-15,Campo do Meio/MG,0,2,0,128
884520,2020-10-16,Campo do Meio/MG,0,2,0,128
890116,2020-10-17,Campo do Meio/MG,0,2,0,128
895712,2020-10-18,Campo do Meio/MG,0,2,0,128
901308,2020-10-19,Campo do Meio/MG,0,2,1,129
906904,2020-10-20,Campo do Meio/MG,0,2,0,129
912500,2020-10-21,Campo do Meio/MG,0,2,0,129
918096,2020-10-22,Campo do Meio/MG,0,2,0,129
923692,2020-10-23,Campo do Meio/MG,0,2,1,130
929288,2020-10-24,Campo do Meio/MG,0,2,0,130
934884,2020-10-25,Campo do Meio/MG,0,2,0,130
940480,2020-10-26,Campo do Meio/MG,0,2,1,131
946076,2020-10-27,Campo do Meio/MG,0,2,0,131
951672,2020-10-28,Campo do Meio/MG,0,2,7,138
957268,2020-10-29,Campo do Meio/MG,0,2,3,141
962864,2020-10-30,Campo do Meio/MG,0,2,0,141
968460,2020-10-31,Campo do Meio/MG,0,2,0,141
974056,2020-11-01,Campo do Meio/MG,0,2,0,141
979652,2020-11-02,Campo do Meio/MG,0,2,0,141
985248,2020-11-03,Campo do Meio/MG,0,2,7,148
990844,2020-11-04,Campo do Meio/MG,0,2,0,148
996440,2020-11-05,Campo do Meio/MG,0,2,2,150
1002036,2020-11-06,Campo do Meio/MG,0,2,0,150
1007632,2020-11-07,Campo do Meio/MG,0,2,0,150
1013228,2020-11-08,Campo do Meio/MG,0,2,0,150
1018824,2020-11-09,Campo do Meio/MG,0,2,0,150
1024420,2020-11-10,Campo do Meio/MG,0,2,0,150
1030016,2020-11-11,Campo do Meio/MG,0,2,0,150
1035612,2020-11-12,Campo do Meio/MG,0,2,12,162
1041208,2020-11-13,Campo do Meio/MG,0,2,0,162
1046804,2020-11-14,Campo do Meio/MG,0,2,0,162
1052400,2020-11-15,Campo do Meio/MG,0,2,0,162
1057996,2020-11-16,Campo do Meio/MG,0,2,1,163
1063592,2020-11-17,Campo do Meio/MG,0,2,0,163
1069188,2020-11-18,Campo do Meio/MG,0,2,0,163
1074784,2020-11-19,Campo do Meio/MG,0,2,-1,162
1080380,2020-11-20,Campo do Meio/MG,0,2,0,162
1085976,2020-11-21,Campo do Meio/MG,0,2,0,162
1091572,2020-11-22,Campo do Meio/MG,0,2,0,162
1097168,2020-11-23,Campo do Meio/MG,0,2,0,162
1102764,2020-11-24,Campo do Meio/MG,0,2,0,162
1108360,2020-11-25,Campo do Meio/MG,0,2,0,162
1113956,2020-11-26,Campo do Meio/MG,0,2,0,162
1119552,2020-11-27,Campo do Meio/MG,0,2,1,163
1125148,2020-11-28,Campo do Meio/MG,0,2,0,163
1130744,2020-11-29,Campo do Meio/MG,0,2,0,163
1136340,2020-11-30,Campo do Meio/MG,0,2,0,163
1141936,2020-12-01,Campo do Meio/MG,0,2,2,165
1147532,2020-12-02,Campo do Meio/MG,0,2,0,165
1153128,2020-12-03,Campo do Meio/MG,0,2,0,165
1158724,2020-12-04,Campo do Meio/MG,0,2,0,165
1164320,2020-12-05,Campo do Meio/MG,0,2,1,166
1169916,2020-12-06,Campo do Meio/MG,0,2,0,166
1175512,2020-12-07,Campo do Meio/MG,0,2,0,166
1181108,2020-12-08,Campo do Meio/MG,0,2,0,166
1186704,2020-12-09,Campo do Meio/MG,0,2,0,166
1192300,2020-12-10,Campo do Meio/MG,0,2,0,166
1197896,2020-12-11,Campo do Meio/MG,0,2,1,167
1203492,2020-12-12,Campo do Meio/MG,0,2,0,167
1209088,2020-12-13,Campo do Meio/MG,0,2,0,167
1214684,2020-12-14,Campo do Meio/MG,0,2,0,167
1220280,2020-12-15,Campo do Meio/MG,0,2,2,169
1225876,2020-12-16,Campo do Meio/MG,0,2,0,169
1231472,2020-12-17,Campo do Meio/MG,0,2,0,169
1237068,2020-12-18,Campo do Meio/MG,0,2,1,170
1242664,2020-12-19,Campo do Meio/MG,0,2,0,170
1248260,2020-12-20,Campo do Meio/MG,0,2,0,170
1253856,2020-12-21,Campo do Meio/MG,0,2,0,170
1259452,2020-12-22,Campo do Meio/MG,0,2,0,170
1265048,2020-12-23,Campo do Meio/MG,0,2,0,170
1270644,2020-12-24,Campo do Meio/MG,0,2,0,170
1276240,2020-12-25,Campo do Meio/MG,0,2,0,170
1281836,2020-12-26,Campo do Meio/MG,0,2,0,170
1287432,2020-12-27,Campo do Meio/MG,0,2,0,170
1293028,2020-12-28,Campo do Meio/MG,0,2,0,170
1298624,2020-12-29,Campo do Meio/MG,0,2,0,170
1304220,2020-12-30,Campo do Meio/MG,0,2,1,171
1309816,2020-12-31,Campo do Meio/MG,0,2,0,171
1315412,2021-01-01,Campo do Meio/MG,0,2,2,173
1321008,2021-01-02,Campo do Meio/MG,0,2,0,173
1326604,2021-01-03,Campo do Meio/MG,0,2,0,173
1332200,2021-01-04,Campo do Meio/MG,0,2,0,173
1337796,2021-01-05,Campo do Meio/MG,0,2,0,173
1343392,2021-01-06,Campo do Meio/MG,0,2,0,173
1348988,2021-01-07,Campo do Meio/MG,0,2,4,177
1354584,2021-01-08,Campo do Meio/MG,0,2,0,177
1360180,2021-01-09,Campo do Meio/MG,0,2,12,189
1365776,2021-01-10,Campo do Meio/MG,0,2,0,189
1371372,2021-01-11,Campo do Meio/MG,0,2,8,197
1376968,2021-01-12,Campo do Meio/MG,0,2,2,199
1382564,2021-01-13,Campo do Meio/MG,1,3,1,200
1388160,2021-01-14,Campo do Meio/MG,0,3,2,202
1393756,2021-01-15,Campo do Meio/MG,0,3,5,207
1399352,2021-01-16,Campo do Meio/MG,0,3,0,207
1404948,2021-01-17,Campo do Meio/MG,0,3,0,207
1410544,2021-01-18,Campo do Meio/MG,-1,2,12,219
1416140,2021-01-19,Campo do Meio/MG,0,2,13,232
1421736,2021-01-20,Campo do Meio/MG,0,2,-1,231
1427332,2021-01-21,Campo do Meio/MG,0,2,0,231
1432928,2021-01-22,Campo do Meio/MG,0,2,0,231
1438524,2021-01-23,Campo do Meio/MG,0,2,2,233
1444120,2021-01-24,Campo do Meio/MG,0,2,0,233
1449716,2021-01-25,Campo do Meio/MG,0,2,0,233
1455312,2021-01-26,Campo do Meio/MG,0,2,6,239
1460908,2021-01-27,Campo do Meio/MG,0,2,11,250
1466504,2021-01-28,Campo do Meio/MG,0,2,1,251
1472100,2021-01-29,Campo do Meio/MG,0,2,2,253
1477696,2021-01-30,Campo do Meio/MG,0,2,0,253
1483292,2021-01-31,Campo do Meio/MG,0,2,0,253
1488888,2021-02-01,Campo do Meio/MG,0,2,0,253
1494484,2021-02-02,Campo do Meio/MG,0,2,3,256
1500080,2021-02-03,Campo do Meio/MG,0,2,1,257
1505676,2021-02-04,Campo do Meio/MG,0,2,3,260
1511272,2021-02-05,Campo do Meio/MG,0,2,0,260
1516868,2021-02-06,Campo do Meio/MG,0,2,6,266
1522464,2021-02-07,Campo do Meio/MG,0,2,0,266
